Price,Distance,Year
450000,9.4,2016
605000,9.4,2016
620000,9.4,2016
497500,9.4,2016
360000,9.4,2016
440500,9.4,2016
758000,9.4,2016
690500,9.4,2016
752000,9.4,2017
777000,9.4,2017
680000,9.4,2017
480000,9.4,2016
715000,9.4,2016
520000,9.4,2016
646250,9.4,2016
1375000,9.4,2016
722000,9.4,2017
715000,9.4,2017
636000,9.4,2016
590000,9.4,2016
820000,9.4,2016
725000,9.4,2016
705000,9.4,2016
710000,9.4,2016
415000,9.4,2016
392000,9.4,2016
961000,9.4,2016
507000,9.4,2016
465000,9.4,2016
675000,9.4,2016
1550000,13,2016
516000,13,2016
1340000,13,2016
855000,13,2017
1316000,13,2016
828000,13,2016
1055000,13,2016
623000,13,2016
2120000,13,2016
1745000,13,2016
1700000,13,2016
420000,13,2016
375500,13,2016
1350000,13,2016
900000,13,2016
1262000,13,2016
1337000,13,2016
455000,13,2016
400000,13,2016
648000,13,2016
1210000,13,2016
1167500,13,2016
900000,13,2016
1322000,13,2016
677500,13,2016
480000,7.9,2016
430000,7.9,2016
460000,7.9,2016
1601000,7.9,2016
2265000,7.9,2017
1680000,7.9,2017
440000,7.9,2017
2350000,7.9,2017
962000,7.9,2017
981000,7.9,2016
2400000,7.9,2016
890000,7.9,2016
490000,7.9,2016
739000,7.9,2016
1340000,7.9,2016
785000,7.9,2016
1155000,7.9,2016
1300000,7.9,2016
1020000,7.9,2016
1796000,7.9,2016
790000,7.9,2016
1465000,7.9,2016
855000,7.9,2016
705000,7.9,2016
504000,7.9,2016
413000,7.9,2016
1010000,7.9,2016
1220000,7.9,2017
1605000,7.9,2016
587000,7.9,2016
475000,7.9,2016
1075000,7.9,2016
465000,7.9,2016
610000,7.9,2016
690000,7.9,2016
1535000,7.9,2016
1470000,7.9,2016
1486000,7.9,2016
420000,7.9,2016
750000,7.9,2016
460000,7.9,2016
1615000,7.9,2016
1730000,7.9,2016
779000,7.9,2016
1850000,7.9,2017
1910000,7.9,2017
2600000,7.9,2016
500000,7.9,2016
950000,7.9,2016
450000,7.9,2016
1102000,7.9,2016
1275000,7.9,2016
1065000,7.9,2016
785000,7.9,2016
1223500,7.9,2016
845000,7.9,2016
1720000,7.9,2016
1225000,7.9,2016
630000,7.9,2016
1460000,7.9,2016
421000,7.9,2016
2090000,7.9,2017
1758000,7.9,2017
700000,7.9,2016
1420000,7.9,2016
550000,7.9,2016
2595000,7.9,2016
710000,7.9,2016
650000,7.9,2016
385000,7.9,2016
740000,15,2016
500000,15,2016
365000,15,2016
570000,15,2016
515000,15,2016
1095000,15,2016
582000,15,2016
545000,15,2016
461000,15,2016
751000,15,2016
500000,15,2016
560000,15,2016
320000,15,2016
450000,15,2016
703000,12.8,2016
650000,12.8,2016
770000,12.8,2016
480000,12.8,2016
590000,12.8,2016
900000,12.8,2016
935000,12.8,2017
700000,12.8,2017
675000,12.8,2017
816000,12.8,2017
845000,12.8,2016
725000,12.8,2016
772000,12.8,2016
650000,12.8,2016
757000,12.8,2016
690000,12.8,2016
785000,12.8,2016
583000,12.8,2016
920000,12.8,2016
880000,12.8,2016
580000,12.8,2016
886000,12.8,2016
970000,12.8,2016
920000,12.8,2016
625000,12.8,2016
825000,12.8,2016
695000,12.8,2017
915000,12.8,2017
976000,12.8,2016
520000,12.8,2016
1420000,12.8,2016
900000,12.8,2016
470000,12.8,2016
1100000,12.8,2016
470000,12.8,2016
380000,12.8,2016
560000,12.8,2016
1010000,12.8,2016
740000,12.8,2016
630000,12.8,2016
835000,12.8,2016
705000,12.8,2016
680000,12.8,2017
871000,12.8,2016
808000,12.8,2016
891000,12.8,2016
785000,12.8,2016
695000,12.8,2016
807000,12.8,2016
502000,12.8,2016
770000,12.8,2016
700000,12.8,2016
570000,12.8,2016
830000,12.8,2016
600000,12.8,2016
825000,12.8,2016
680000,12.8,2016
720000,12.8,2016
735000,12.8,2016
875000,12.8,2016
601200,12.8,2016
695000,12.8,2016
680000,12.8,2016
660000,12.8,2016
650000,12.8,2016
900000,12.8,2016
823000,12.8,2016
847000,12.8,2016
705000,12.8,2016
710000,12.8,2016
732000,12.8,2016
715000,12.8,2016
785000,4.2,2016
852000,4.2,2016
1037000,4.2,2016
775000,4.2,2016
1470000,4.2,2017
630000,4.2,2017
845000,4.2,2017
492500,4.2,2016
420000,4.2,2016
650000,4.2,2016
1050000,4.2,2016
1291000,4.2,2016
420000,4.2,2016
961000,4.2,2016
1271000,4.2,2016
1010000,4.2,2016
750000,4.2,2016
1675000,4.2,2016
905000,4.2,2016
960000,4.2,2016
1031000,4.2,2016
918000,4.2,2016
870000,4.2,2016
1165000,4.2,2016
1710000,4.2,2016
360000,4.2,2016
1455000,4.2,2016
365000,4.2,2016
551000,4.2,2016
442000,4.2,2016
765000,4.2,2016
515000,4.2,2017
570000,4.2,2017
370000,4.2,2016
1005000,4.2,2016
1234500,4.2,2016
666000,4.2,2016
825000,4.2,2016
770000,4.2,2016
1135000,4.2,2016
975000,4.2,2016
812000,4.2,2016
1900000,4.2,2016
445000,4.2,2017
732000,4.2,2016
1260000,4.2,2016
1000000,4.2,2016
1155000,4.2,2016
700000,4.2,2016
813500,4.2,2016
526000,4.2,2016
790000,4.2,2016
1365000,4.2,2016
700000,4.2,2016
370000,4.2,2016
1230000,4.2,2016
460000,4.2,2016
395000,4.2,2016
1001000,4.2,2016
850000,4.2,2016
1335000,4.2,2017
868000,4.2,2017
960000,4.2,2016
773000,4.2,2016
631090,4.2,2016
410000,4.2,2016
425000,4.2,2016
1211000,4.2,2016
506000,4.2,2016
806000,4.2,2016
829000,4.2,2016
786000,4.2,2016
458000,4.2,2016
1635000,5.6,2016
4800000,5.6,2016
562500,5.6,2016
520000,5.6,2016
4350000,5.6,2016
1528500,5.6,2017
630000,5.6,2017
1690000,5.6,2017
610000,5.6,2017
1490000,5.6,2017
588000,5.6,2016
882000,5.6,2016
831000,5.6,2016
2130000,5.6,2016
650000,5.6,2016
599000,5.6,2016
820000,5.6,2016
2200000,5.6,2016
3550000,5.6,2016
1326000,5.6,2016
610000,5.6,2016
1950000,5.6,2016
1875000,5.6,2016
2850000,5.6,2016
2550000,5.6,2016
1878000,5.6,2016
1910000,5.6,2016
1410000,5.6,2016
515000,5.6,2016
2310000,5.6,2016
890000,5.6,2016
1668000,5.6,2017
2315000,5.6,2017
800000,5.6,2016
1950000,5.6,2016
4850000,5.6,2016
2770000,5.6,2016
6500000,5.6,2016
580000,5.6,2016
525000,5.6,2016
1905000,5.6,2016
478000,5.6,2016
672000,5.6,2016
2286000,5.6,2016
1575000,5.6,2016
590000,5.6,2016
765000,5.6,2016
1507000,5.6,2016
972500,5.6,2016
672000,5.6,2016
2350000,5.6,2016
1312000,5.6,2016
890000,5.6,2016
2117000,5.6,2016
1331000,5.6,2016
1800000,5.6,2016
2513000,5.6,2016
1476000,5.6,2017
2590000,5.6,2017
2625000,5.6,2017
2265000,5.6,2017
1975000,5.6,2016
2075000,5.6,2016
2550000,5.6,2016
2240000,5.6,2016
1275000,5.6,2016
1330000,5.6,2016
720000,5.6,2016
1450000,5.6,2016
3650000,5.6,2016
551000,5.6,2016
2800000,5.6,2016
557000,5.6,2016
1410000,5.6,2016
1000000,5.6,2016
2450000,5.6,2016
2460000,5.6,2016
2850000,5.6,2017
2425000,5.6,2017
610000,5.6,2017
955000,5.6,2017
707500,5.6,2016
1410000,5.6,2016
732000,5.6,2016
2875000,5.6,2016
1565000,5.6,2016
480000,5.6,2016
1725000,5.6,2016
1500000,5.6,2016
1750000,5.6,2016
1100000,5.6,2016
1290000,5.6,2016
1440000,5.6,2016
2560000,5.6,2016
2600000,5.6,2016
2245000,5.6,2016
3280000,5.6,2016
730000,5.6,2016
4005000,5.6,2016
1211000,5.6,2016
891000,5.6,2016
620000,5.6,2016
2600000,5.6,2016
2800000,5.6,2016
1420000,5.6,2016
1800000,5.6,2016
3065000,5.6,2016
395000,5.6,2016
2250000,5.6,2016
2490000,7.5,2016
620000,7.5,2016
1750000,7.5,2017
1950000,7.5,2016
605000,7.5,2016
1920000,7.5,2016
1610000,7.5,2016
1850000,7.5,2016
1615000,7.5,2016
1830000,7.5,2016
1300000,7.5,2016
1880000,7.5,2016
2081000,7.5,2016
1315000,7.5,2016
1750000,7.5,2016
3028000,7.5,2017
2100000,7.5,2016
1110000,7.5,2016
2175000,7.5,2016
1300000,7.5,2016
1350000,7.5,2016
1963000,7.5,2016
1315000,7.5,2016
1620000,7.5,2017
1770000,7.5,2016
1260000,7.5,2016
1290000,6.2,2016
670000,9.2,2016
615000,9.2,2016
715000,9.2,2016
826000,9.2,2016
275000,9.2,2016
711000,9.2,2016
640000,9.2,2016
1200000,9.2,2016
927000,9.2,2016
695000,9.2,2017
880000,9.2,2017
485000,9.2,2016
490000,9.2,2016
725000,9.2,2016
676500,9.2,2016
502000,9.2,2016
721000,9.2,2016
1048000,9.2,2016
520000,9.2,2016
1000000,9.2,2016
580000,9.2,2016
840000,9.2,2016
335000,9.2,2017
893000,9.2,2016
832000,9.2,2016
646000,9.2,2016
673000,9.2,2016
728000,9.2,2016
600000,9.2,2016
695000,9.2,2016
935000,9.2,2016
349000,9.2,2016
555000,9.2,2016
815000,9.2,2016
915000,9.2,2016
352500,9.2,2017
600000,9.2,2016
690000,9.2,2016
1350000,9.2,2016
930000,9.2,2016
510000,9.2,2016
725500,9.2,2016
746000,9.2,2016
750000,9.2,2016
360000,9.2,2016
765000,9.2,2016
1060000,9.2,2016
740000,9.2,2017
770000,9.2,2017
490000,9.2,2016
657000,9.2,2016
830000,9.2,2016
675000,9.2,2016
865000,9.2,2016
600000,9.2,2016
773000,9.2,2016
905000,9.2,2016
570500,7.4,2017
1350000,7.4,2017
2050000,7.4,2016
2300000,7.4,2016
3460000,7.4,2016
2400000,7.4,2016
569000,7.4,2016
2025000,7.4,2016
1950000,7.4,2016
1895000,7.4,2016
635000,7.4,2016
611000,7.4,2016
1611000,7.4,2016
3800000,7.4,2016
1390000,7.4,2016
780000,7.4,2016
4700000,7.4,2016
2415000,7.4,2016
566000,7.4,2016
1437000,7.4,2016
500000,7.4,2016
1155000,7.4,2016
3010000,7.4,2017
650000,7.4,2016
3400000,7.4,2016
2355000,7.4,2016
4240000,7.4,2016
927000,7.4,2016
1326000,7.4,2016
4525000,7.4,2016
660000,7.4,2016
1617000,7.4,2016
1965000,7.4,2017
2325000,7.4,2017
3470000,7.4,2017
740000,7.4,2017
2325000,7.4,2017
1970000,7.4,2016
405000,7.4,2016
1475000,7.4,2016
640000,7.4,2016
700000,7.4,2016
1000000,7.4,2016
584000,7.4,2016
420000,7.4,2016
2300000,7.4,2016
1490000,11.2,2016
1210000,11.2,2016
1300000,11.2,2016
1675000,11.2,2016
980000,11.2,2016
2400000,11.2,2016
2355000,11.2,2016
1036000,11.2,2016
1301000,11.2,2016
2273000,11.2,2016
2350000,11.2,2016
1215000,11.2,2017
447000,11.2,2017
2200000,11.2,2017
2200000,11.2,2017
790000,11.2,2017
2250000,11.2,2017
1185000,11.2,2016
1837000,11.2,2016
1105000,11.2,2016
1253000,11.2,2016
1505000,11.2,2016
1500000,11.2,2016
1400000,11.2,2016
720000,11.2,2016
2210000,11.2,2016
940000,11.2,2016
1810000,11.2,2016
922000,11.2,2016
4802500,11.2,2016
350000,11.2,2016
1555000,11.2,2016
2123000,11.2,2016
2800000,11.2,2016
2305000,11.2,2016
1700000,11.2,2016
2500000,11.2,2016
370000,11.2,2016
1150000,11.2,2016
1600000,11.2,2016
2001000,11.2,2016
1915000,11.2,2016
1690000,11.2,2016
1135000,11.2,2016
1240000,11.2,2017
1120000,11.2,2017
1625000,11.2,2017
1500000,11.2,2017
1400000,11.2,2016
707500,11.2,2016
835000,11.2,2016
1870000,11.2,2016
1580000,11.2,2016
820000,11.2,2016
480000,11.2,2016
1420000,11.2,2016
1370000,11.2,2016
1680000,11.2,2016
2960000,11.2,2016
2110000,11.2,2016
1300000,11.2,2016
1750000,11.2,2016
300000,11.2,2016
1100000,11.2,2016
373000,11.2,2016
1230000,11.2,2016
536000,11.2,2016
2412000,11.2,2017
2560000,11.2,2017
960000,11.2,2017
315000,11.2,2016
1297000,11.2,2016
1015000,11.2,2016
523000,11.2,2016
1335000,11.2,2016
1055000,11.2,2016
425000,11.2,2016
1670000,11.2,2016
1350000,11.2,2016
1650000,11.2,2016
1550000,11.2,2016
950000,11.2,2016
1782500,11.2,2016
2490000,11.2,2016
500000,11.2,2016
650000,11.2,2016
870000,8.7,2016
635000,8.7,2016
975000,8.7,2016
560000,8.7,2016
560000,8.7,2016
355000,8.7,2016
550000,8.7,2016
420000,8.7,2016
399000,8.7,2016
940000,8.7,2016
1105000,8.7,2016
730000,8.7,2016
425000,8.7,2016
662500,8.7,2016
986500,8.7,2016
410000,8.7,2016
930000,8.7,2016
920000,8.7,2016
1320000,8.7,2016
1150000,8.7,2016
680000,8.7,2016
990000,8.7,2016
330000,8.7,2016
1011000,8.7,2017
847000,8.7,2016
400000,8.7,2016
1100000,8.7,2016
1072000,8.7,2016
479000,8.7,2016
470000,8.7,2016
510000,8.7,2016
865000,8.7,2016
488000,8.7,2016
940000,8.7,2016
570000,8.7,2016
335000,8.7,2016
1900000,8.7,2016
429000,8.7,2017
495000,8.7,2017
820000,8.7,2017
456000,8.7,2017
566000,8.7,2016
408000,8.7,2016
1040000,8.7,2016
470000,8.7,2016
1460000,8.7,2016
780000,8.7,2016
675000,8.7,2016
440000,8.7,2016
1048700,8.7,2016
400000,8.7,2016
1215000,8.7,2016
1180000,8.7,2017
1117000,8.7,2017
420000,8.7,2017
1000000,8.7,2017
770000,8.7,2016
905000,8.7,2016
1151000,8.7,2016
907000,8.7,2016
570000,8.7,2016
820000,8.7,2016
940000,8.7,2016
1030000,8.7,2016
1350000,8.7,2016
1230000,8.7,2016
460000,8.7,2016
884500,8.7,2016
1010000,8.7,2016
820000,8.7,2016
820000,8.7,2016
330000,8.7,2016
427000,2.8,2016
1160500,2.8,2017
780000,2.8,2016
535000,2.8,2016
450000,2.8,2016
360000,2.8,2016
665000,2.8,2016
386000,2.8,2016
659000,2.8,2016
671000,2.8,2016
545000,2.8,2016
450000,2.8,2016
432000,2.8,2016
400000,2.8,2016
210000,2.8,2016
750000,2.8,2016
375000,2.8,2016
680000,2.8,2016
470000,2.8,2017
650000,2.8,2017
483000,2.8,2017
610000,2.8,2016
700000,2.8,2016
520000,2.8,2016
440000,2.8,2016
436000,2.8,2016
733000,2.8,2016
675000,2.8,2016
1630000,2.8,2017
760000,2.8,2016
360000,2.8,2016
390000,2.8,2016
2600000,4.1,2016
2350000,4.1,2016
2956000,4.1,2017
535000,4.1,2016
400000,4.1,2016
1690000,4.1,2016
1020000,4.1,2016
1515000,4.1,2016
700000,4.1,2016
2360000,4.1,2016
2005000,4.1,2016
702000,4.1,2016
3120000,4.1,2016
1025000,4.1,2016
1920000,4.1,2017
2623000,4.1,2016
1500000,4.1,2016
1630000,4.1,2016
1910000,4.1,2016
1320000,11.8,2016
2850000,11.8,2016
750000,11.8,2016
2588000,11.8,2016
1955000,11.8,2016
1400000,11.8,2016
665000,11.8,2016
2714000,11.8,2016
2350000,11.8,2016
2200000,11.8,2016
660000,11.8,2016
1310000,11.8,2016
540000,11.8,2016
2335000,11.8,2017
2000000,11.8,2016
1815000,11.8,2016
725000,11.8,2016
3900000,11.8,2017
666000,11.8,2016
1200000,11.8,2016
1564000,11.8,2016
520000,11.8,2016
670000,6.9,2016
1715000,6.9,2016
1055000,6.9,2016
348000,6.9,2016
1780000,6.9,2017
2150000,6.9,2017
1730000,6.9,2017
1440000,6.9,2017
1225000,6.9,2017
1445000,6.9,2016
990000,6.9,2016
1400000,6.9,2016
1550000,6.9,2016
1170000,6.9,2016
1120000,6.9,2016
675000,6.9,2016
880000,6.9,2016
1530000,6.9,2016
1350000,6.9,2016
832000,6.9,2016
420000,6.9,2016
2400000,6.9,2016
565000,6.9,2016
550000,6.9,2016
1211000,6.9,2016
2405000,6.9,2016
1395000,6.9,2016
1630000,6.9,2016
1160000,6.9,2016
1065000,6.9,2016
1361500,6.9,2016
945000,6.9,2016
360000,6.9,2016
860000,6.9,2017
1260000,6.9,2017
1637000,6.9,2016
1505000,6.9,2016
515000,6.9,2016
1100000,6.9,2016
330000,6.9,2016
1145000,6.9,2016
1322000,6.9,2016
1015000,6.9,2016
750000,6.9,2016
1013000,6.9,2016
840000,6.9,2016
1150000,6.9,2016
1900000,6.9,2016
890500,6.9,2016
2340000,6.9,2016
1370000,6.9,2016
1400000,6.9,2016
1310000,6.9,2016
1833000,6.9,2016
855000,6.9,2016
930000,6.9,2016
1640000,6.9,2016
1480000,6.9,2016
672000,6.9,2016
410000,6.9,2016
980000,6.9,2017
1055000,6.9,2017
440000,6.9,2017
1435000,6.9,2017
1275000,6.9,2017
842500,6.9,2016
1345000,6.9,2016
265000,6.9,2016
849000,6.9,2016
1425000,6.9,2016
1345000,6.9,2016
330000,6.9,2016
726000,6.9,2016
1250000,6.9,2016
870000,6.9,2016
801000,6.9,2016
1725000,6.9,2016
415000,6.9,2016
650000,6.9,2016
600000,6.9,2016
1505000,6.9,2017
850000,6.9,2016
292000,6.9,2016
956000,6.9,2016
1740000,6.9,2016
1683000,6.9,2016
574000,6.9,2016
470000,6.9,2016
1130000,6.9,2016
730000,6.9,2016
831000,6.9,2016
930000,6.9,2016
800000,6.9,2016
1111000,6.9,2016
900000,6.9,2016
822500,6.9,2016
1400000,6.9,2016
336000,6.9,2016
800000,6.9,2016
1224000,14.6,2016
1020000,14.6,2016
1000000,14.6,2016
380500,14.6,2016
930000,14.6,2016
1090000,14.6,2016
947500,14.6,2016
836000,14.6,2016
1417250,14.6,2016
980000,14.6,2017
1110000,14.6,2017
950000,14.6,2016
1140000,14.6,2016
750000,14.6,2016
931000,14.6,2016
1000000,14.6,2016
655000,14.6,2016
1200000,14.6,2016
987000,14.6,2016
937000,14.6,2016
1426000,14.6,2016
1016000,14.6,2017
910000,14.6,2016
1385000,14.6,2016
785000,14.6,2016
901000,14.6,2016
1300000,14.6,2016
975000,14.6,2016
1070000,14.6,2017
639000,14.6,2016
605000,14.6,2016
960000,14.6,2016
725000,14.6,2016
981000,14.6,2016
975000,14.6,2016
800000,14.6,2016
921000,14.6,2016
917000,14.6,2016
890000,14.6,2016
1008000,14.6,2016
1191000,14.6,2016
1130000,14.6,2016
776000,14.6,2016
1035000,14.6,2016
920000,14.6,2016
1160000,14.6,2016
825000,14.6,2016
800000,14.6,2016
240000,14.6,2016
1105000,14.6,2016
1025000,8.4,2016
826000,8.4,2016
900000,8.4,2016
962000,8.4,2016
800000,8.4,2017
785000,8.4,2017
710000,8.4,2016
920000,8.4,2016
940000,8.4,2016
655800,8.4,2016
1082000,8.4,2016
1210000,8.4,2016
880000,8.4,2016
335000,8.4,2016
1260000,8.4,2016
1400000,8.4,2016
995000,8.4,2016
1380000,8.4,2016
1220000,8.4,2016
785000,8.4,2016
962000,8.4,2016
860000,8.4,2016
1220000,8.4,2016
930000,8.4,2016
930000,8.4,2016
800000,8.4,2016
1305000,8.4,2016
1060000,8.4,2016
485000,8.4,2016
950000,8.4,2016
910000,8.4,2017
810000,8.4,2016
776000,8.4,2016
1002500,8.4,2016
807500,8.4,2016
1120000,8.4,2016
950000,8.4,2016
1620000,8.4,2016
923000,8.4,2016
1030000,8.4,2016
1046000,8.4,2016
716000,8.4,2016
740000,8.4,2016
970000,8.4,2016
735000,8.4,2016
762000,8.4,2016
485000,8.4,2016
950000,8.4,2016
1280000,8.4,2016
1040000,8.4,2016
922000,8.4,2016
2415000,8.4,2016
1115000,8.4,2017
1675000,8.4,2017
1176000,8.4,2016
1265000,8.4,2016
801000,8.4,2016
1185000,8.4,2016
770000,8.4,2016
1200000,8.4,2016
993000,8.4,2016
901000,8.4,2016
650000,8.4,2016
891500,8.4,2016
3420000,8.4,2016
805000,8.4,2016
680000,8.4,2016
827500,8.4,2016
793000,8.4,2016
988000,8.4,2016
747000,8.4,2016
910000,8.4,2016
896000,8.4,2016
890000,8.4,2017
1199000,8.4,2017
1100000,8.4,2017
2015000,8.4,2017
930000,8.4,2016
1151000,8.4,2016
820000,8.4,2016
670000,8.4,2016
1040000,8.4,2016
1316000,8.4,2016
816000,8.4,2016
945000,8.4,2016
643700,8.4,2016
760000,8.4,2016
881000,8.4,2016
900000,8.4,2016
830000,11.2,2016
780000,11.2,2016
1020000,11.2,2016
1330000,11.2,2016
1126000,11.2,2016
1235000,11.2,2017
457000,11.2,2016
660000,11.2,2016
770000,11.2,2016
895500,11.2,2016
1350000,11.2,2016
820000,11.2,2016
617500,11.2,2016
490000,11.2,2016
800000,11.2,2016
991000,11.2,2017
970000,11.2,2016
657000,11.2,2016
710000,11.2,2016
840000,11.2,2016
975000,11.2,2016
600000,11.2,2016
875000,11.2,2016
785000,11.2,2016
840000,11.2,2016
1076000,11.2,2016
850000,11.2,2016
1400000,11.2,2016
1080000,11.2,2016
1065000,11.2,2017
773000,11.2,2016
700000,11.2,2016
760000,11.2,2016
1190000,11.2,2016
1015000,11.2,2016
875000,11.2,2016
1020000,11.2,2017
773000,11.2,2016
522500,11.2,2016
1100000,11.2,2016
1007000,11.2,2016
1245000,11.2,2016
1155000,11.2,2016
746000,11.2,2016
1160000,11.2,2016
1105000,11.2,2016
591000,11.2,2016
960000,11.2,2016
815000,11.2,2016
2920000,2.3,2016
1635000,2.3,2016
491000,2.3,2016
540000,2.3,2016
340000,2.3,2016
726000,2.3,2017
1340000,2.3,2017
1105000,2.3,2017
841000,2.3,2017
528500,2.3,2016
585000,2.3,2016
645000,2.3,2016
410000,2.3,2016
550000,2.3,2016
470000,2.3,2016
470000,2.3,2016
475000,2.3,2016
640000,2.3,2016
1330000,2.3,2016
720000,2.3,2016
888000,2.3,2016
1325000,2.3,2016
368000,2.3,2016
1300000,2.3,2017
450000,2.3,2016
1385000,2.3,2016
990000,2.3,2016
440000,2.3,2016
606000,2.3,2016
450000,2.3,2016
1470000,2.3,2016
591500,2.3,2016
1300000,2.3,2016
1010000,2.3,2016
1266000,2.3,2016
620000,2.3,2016
540000,2.3,2016
1200000,2.3,2016
630000,2.3,2016
560000,2.3,2017
800000,2.3,2016
665500,2.3,2016
550055,2.3,2016
358000,2.3,2016
320000,2.3,2016
1000000,2.3,2016
598000,2.3,2016
950000,2.3,2016
1065000,2.3,2016
885000,2.3,2016
587134,2.3,2016
1286000,5.5,2016
1200000,5.5,2016
1382500,5.5,2016
630000,5.5,2016
1600000,5.5,2016
1310000,5.5,2017
1035000,5.5,2017
1980000,5.5,2017
592000,5.5,2017
1335000,5.5,2017
1710000,5.5,2016
1590000,5.5,2016
2000000,5.5,2016
583000,5.5,2016
418000,5.5,2016
860000,5.5,2016
650000,5.5,2016
1700000,5.5,2016
1575000,5.5,2016
950000,5.5,2016
1655000,5.5,2016
1950000,5.5,2016
905000,5.5,2016
1255000,5.5,2016
601000,5.5,2016
1020000,5.5,2016
435000,5.5,2016
790000,5.5,2016
990000,5.5,2016
605000,5.5,2016
2270000,5.5,2016
385000,5.5,2016
900000,5.5,2016
1340000,5.5,2016
1300000,5.5,2017
1310000,5.5,2016
1112000,5.5,2016
910000,5.5,2016
830000,5.5,2016
2100000,5.5,2016
1190000,5.5,2016
865000,5.5,2016
2175000,5.5,2016
1085000,5.5,2016
312000,5.5,2016
320000,5.5,2016
890000,5.5,2016
2700000,5.5,2016
1101000,5.5,2016
926000,5.5,2016
1050000,5.5,2016
1010000,5.5,2016
2155000,5.5,2016
430000,5.5,2016
1900000,5.5,2016
888000,5.5,2016
1020000,5.5,2016
1160000,5.5,2016
844000,5.5,2016
1860000,5.5,2016
1676000,5.5,2016
900000,5.5,2016
1300000,5.5,2016
810000,5.5,2016
701000,5.5,2016
410000,5.5,2016
1255000,5.5,2017
665000,5.5,2017
1085000,5.5,2017
2315000,5.5,2017
1170000,5.5,2016
875000,5.5,2016
1715000,5.5,2016
1396500,5.5,2016
422000,5.5,2016
1474000,5.5,2016
1340000,5.5,2016
980000,5.5,2016
1035000,5.5,2016
460000,5.5,2016
1760000,5.5,2016
975000,5.5,2016
1095000,5.5,2016
1121000,5.5,2016
370000,5.5,2016
1225000,5.5,2016
2004000,5.5,2016
1211000,5.5,2016
4300000,5.5,2016
1400000,5.5,2016
770000,5.5,2016
1090000,5.5,2016
1830000,5.5,2016
1000000,5.5,2016
600000,5.5,2016
692000,5.5,2017
980000,5.5,2017
1310000,5.5,2016
1050000,5.5,2016
1700000,5.5,2016
2160000,5.5,2016
1610000,5.5,2016
400000,5.5,2016
1420000,5.5,2016
1950000,5.5,2016
1820000,5.5,2016
1900000,5.5,2016
1080000,5.5,2016
570000,5.5,2016
1450000,5.5,2016
1400000,5.5,2016
1340000,5.5,2016
340000,5.5,2016
1300000,5.5,2016
2340000,5.5,2016
1634000,5.5,2016
910000,5.5,2016
1650000,5.5,2016
1130000,5.5,2016
3850000,5.5,2016
1510000,5.5,2016
1500000,5.5,2016
2315000,5.5,2016
892000,11.5,2016
592000,11.5,2016
647000,11.5,2016
865000,11.5,2016
1350000,11.5,2017
476000,11.5,2016
830000,11.5,2016
706000,11.5,2016
920000,11.5,2016
522000,11.5,2016
358500,11.5,2016
690000,11.5,2016
800000,11.5,2016
770000,11.5,2017
1100000,11.5,2016
727500,11.5,2016
925000,11.5,2016
475000,11.5,2016
651000,11.5,2016
770000,11.5,2016
900000,11.5,2016
815500,11.5,2016
770000,11.5,2016
585500,11.5,2017
840000,11.5,2016
1005000,11.5,2016
470000,11.5,2016
810000,11.5,2016
550000,11.5,2016
855333,11.5,2016
900000,11.5,2016
480000,11.5,2016
680000,14.7,2016
981000,14.7,2016
876000,14.7,2016
875000,14.7,2017
651000,14.7,2016
802000,14.7,2016
995000,14.7,2016
881500,14.7,2016
900000,14.7,2017
782000,14.7,2017
580000,14.7,2016
937500,14.7,2016
1080000,14.7,2016
1000000,14.7,2016
1235000,14.7,2016
801347,14.7,2016
921000,14.7,2017
1900000,14.7,2017
752500,14.7,2016
800000,14.7,2016
800000,14.7,2016
1067000,14.7,2017
1310000,14.7,2017
800000,14.7,2017
1260500,14.7,2016
850500,14.7,2016
625000,14.7,2016
980500,14.7,2016
1068000,14.7,2016
937500,14.7,2016
1126000,14.7,2016
778000,14.7,2016
1230000,2.6,2016
1360000,2.6,2016
1805000,2.6,2016
352500,2.6,2016
395000,2.6,2017
307000,2.6,2016
2200000,2.6,2016
485000,2.6,2016
1717500,2.6,2016
1265000,2.6,2016
401000,2.6,2016
2375000,2.6,2016
1851000,2.6,2016
734600,2.6,2016
1928000,2.6,2016
526000,2.6,2017
2236000,2.6,2016
500000,2.6,2016
1403000,2.6,2016
965000,2.6,2016
1040000,2.6,2016
526000,2.6,2016
750000,2.6,2016
1120000,9.9,2016
770000,9.9,2016
915000,9.9,2016
975000,9.9,2016
770000,9.9,2016
780000,9.9,2017
600000,9.9,2017
1465000,9.9,2017
955000,9.9,2017
767000,9.9,2017
1196000,9.9,2017
731000,9.9,2016
555000,9.9,2016
585000,9.9,2016
480000,9.9,2016
605000,9.9,2016
495000,9.9,2016
738000,9.9,2016
386000,9.9,2016
452000,9.9,2016
522500,9.9,2016
601500,9.9,2016
1305000,9.9,2016
741000,9.9,2016
495000,9.9,2016
1345000,9.9,2016
530000,9.9,2016
815000,9.9,2016
930000,9.9,2016
521500,9.9,2016
730000,9.9,2016
775000,9.9,2016
990000,9.9,2016
950000,9.9,2016
915000,9.9,2016
900000,9.9,2016
810000,9.9,2017
920000,9.9,2017
835000,9.9,2016
790000,9.9,2016
810000,9.9,2016
667500,9.9,2016
500000,9.9,2016
485000,9.9,2016
488000,9.9,2016
900000,9.9,2016
680000,9.9,2016
